39FC128.O,04-Dec-20 06:40:55,69.49176025,04-12-2020 06:41:01
39FC128,04-Dec-20 06:40:55,649.1530151,04-12-2020 06:41:01
39FC121.O,04-Dec-20 06:40:55,56.91838074,04-12-2020 06:41:01
39FC121,04-Dec-20 06:40:55,4476.055176,04-12-2020 06:41:01
39FC122.O,04-Dec-20 06:40:55,57.51313019,04-12-2020 06:41:01
39FC122,04-Dec-20 06:40:55,4701.849609,04-12-2020 06:41:01
39FC129.O,04-Dec-20 06:40:55,62.20966339,04-12-2020 06:41:01
39FC129,04-Dec-20 06:40:55,648.2950439,04-12-2020 06:41:01
39TI157B,04-Dec-20 06:40:55,689.2278442,04-12-2020 06:41:01
39PI107,04-Dec-20 06:40:55,379.926178,04-12-2020 06:41:01
39PI108,04-Dec-20 06:40:55,379.3909607,04-12-2020 06:41:01
39PC110.O,04-Dec-20 06:40:55,47.97223282,04-12-2020 06:41:01
39TI161,04-Dec-20 06:40:55,842.8499756,04-12-2020 06:41:01
39PC110,04-Dec-20 06:40:55,-0.140294194,04-12-2020 06:41:01
39TI158A,04-Dec-20 06:40:55,960.7402344,04-12-2020 06:41:01
39TI158B,04-Dec-20 06:40:55,692.9284058,04-12-2020 06:41:01
39TI188,04-Dec-20 06:40:55,1375.211914,04-12-2020 06:41:01
39TI187,04-Dec-20 06:40:55,1369.550049,04-12-2020 06:41:01
39AI103,04-Dec-20 06:40:55,2.252263546,04-12-2020 06:41:01
39AI162,04-Dec-20 06:40:55,2.73553586,04-12-2020 06:41:01
39AI104,04-Dec-20 06:40:55,2.42407918,04-12-2020 06:41:01
39TI169,04-Dec-20 06:40:55,897.0714111,04-12-2020 06:41:01
39FC135,04-Dec-20 06:40:55,1279.711426,04-12-2020 06:41:01
39FC135.O,04-Dec-20 06:40:55,62.39891052,04-12-2020 06:41:01
39HC176.S,04-Dec-20 06:40:55,44.24067307,04-12-2020 06:41:01
39PI113,04-Dec-20 06:40:55,18.04322052,04-12-2020 06:41:01
39TI170,04-Dec-20 06:40:55,793.9918823,04-12-2020 06:41:01
39TI189,04-Dec-20 06:40:55,917.130127,04-12-2020 06:41:01
39PI111,04-Dec-20 06:40:55,108.5339279,04-12-2020 06:41:01
39TX190,04-Dec-20 06:40:55,842.8322754,04-12-2020 06:41:01
39TI162,04-Dec-20 06:40:55,1128.226685,04-12-2020 06:41:01
39FC126.O,04-Dec-20 06:40:55,69.42230988,04-12-2020 06:41:01
39FC126,04-Dec-20 06:40:55,647.1484985,04-12-2020 06:41:01
39FC119.O,04-Dec-20 06:40:55,53.08818817,04-12-2020 06:41:01
39FC119,04-Dec-20 06:40:55,4555.332031,04-12-2020 06:41:01
39FC120.O,04-Dec-20 06:40:55,58.21713638,04-12-2020 06:41:01
39FC120,04-Dec-20 06:40:55,4731.831055,04-12-2020 06:41:01
39FC127.O,04-Dec-20 06:40:55,57.57452011,04-12-2020 06:41:01
39FC127,04-Dec-20 06:40:55,644.2954102,04-12-2020 06:41:01
39TI191B,04-Dec-20 06:40:55,689.6713867,04-12-2020 06:41:01
39PI105,04-Dec-20 06:40:55,370.1845093,04-12-2020 06:41:01
39PI106,04-Dec-20 06:40:55,376.6150513,04-12-2020 06:41:01
39PC109.O,04-Dec-20 06:40:55,81.20561981,04-12-2020 06:41:01
39TI130,04-Dec-20 06:40:55,869.2435303,04-12-2020 06:41:01
39PC109,04-Dec-20 06:40:55,-0.200462312,04-12-2020 06:41:01
39TI159A,04-Dec-20 06:40:55,953.1027832,04-12-2020 06:41:01
39TI159B,04-Dec-20 06:40:55,711.8917847,04-12-2020 06:41:01
39TI133,04-Dec-20 06:40:55,1408.312988,04-12-2020 06:41:01
39TI132,04-Dec-20 06:40:55,1375.032959,04-12-2020 06:41:01
39AI101,04-Dec-20 06:40:55,2.477064133,04-12-2020 06:41:01
39AI161,04-Dec-20 06:40:55,2.276116848,04-12-2020 06:41:01
39AI102,04-Dec-20 06:40:55,2.31072855,04-12-2020 06:41:01
39TI127,04-Dec-20 06:40:55,817.8307495,04-12-2020 06:41:01
