Date,PDI10801.PV,FI10804A.PV,LI90030.PV,PIC10800.PV,TI10806.PV,TI10817.PV,TI10848.PV,TI90000.PV,TI90033A.PV,TIC10802C.PV,Total Feed,DevA,Steam,PE Ratio,Feed Temp,LG Ratio,Dev Feed-MidA,Mid Ti Dev,SHC
1/22/2018 0:00,0.337,4076.509,67.164,7.002,177.014,130.859,86.137,87.459,130.153,87.408,930.8643431,13.265,229.4380232,0.289686141,442.0411591,4.87774941,311.8881591,37.038,0.327102101
1/22/2018 2:00,0.337,4413.149,69.215,7.494,177.054,131.106,91.375,94.882,125.134,93.13,963.8251108,10.874,230.4100931,0.290367102,442.48137,4.881028672,317.34737,31.145,0.314160588
1/22/2018 6:00,0.337,3889.995,67.865,7.501,176.965,134.905,90.334,89.409,130.047,92.095,955.2413647,18.762,229.7455759,0.290261285,442.9482879,4.852624867,312.9012879,34.713,0.316673893
1/22/2018 7:00,0.337,3855.147,67.825,7.497,177.007,134.826,89.777,88.627,130.03,91.638,957.3332993,24.789,229.282415,0.289182921,443.1344041,4.831682971,313.1044041,35.207,0.31492636
1/22/2018 11:00,0.337,3980.707,68.704,7.5,177.053,134.543,90.836,90.151,136.311,92.078,919.0794551,28.553,229.7195393,0.288729445,443.0720388,5.062118378,306.7610388,36.296,0.333235998
1/22/2018 12:00,0.337,3853.081,67.58,7.506,176.991,135.61,91.031,89.476,130.429,92.825,916.2886128,27.962,229.1674308,0.288695398,443.0870763,5.10248838,312.6580763,34.968,0.333518216
1/22/2018 13:00,0.337,3892.776,68.581,7.503,177.044,134.385,90.27,89.294,128.085,92.195,920.9182827,27.226,228.8198832,0.288319236,443.0785433,5.070582361,314.9935433,35.089,0.330617559
1/22/2018 14:00,0.337,3841.513,68.599,7.501,177.058,134.003,90.104,88.536,129.186,91.958,921.1246066,24.623,228.9532178,0.288413094,443.0644976,5.062064314,313.8784976,35.012,0.330775328
1/22/2018 17:00,0.337,4068.818,68.216,7.508,177.14,133.268,90.079,90.675,127.986,91.726,923.6752285,26.987,228.8737363,0.28874805,442.9825264,5.051624051,314.9965264,34.812,0.329408815
1/22/2018 18:00,0.337,4181.647,68.792,7.508,177.132,133.421,90.419,91.611,127.7,92.172,925.0869479,28.905,228.7058695,0.288912697,442.9956488,5.109724022,315.2956488,34.775,0.328420568
1/22/2018 19:00,0.337,4062.577,69.223,7.501,177.054,133.797,90.443,90.791,128.87,92.314,921.2039242,29.865,231.0371624,0.28895991,442.3780368,5.116152761,313.5080368,34.901,0.334755562
1/22/2018 20:00,0.337,4105.284,68.069,7.494,176.985,133.465,89.785,90.65,127.306,91.701,924.9451808,31.164,226.4296523,0.288798286,442.2527417,5.090367621,314.9467417,35.214,0.324158366
1/22/2018 21:00,0.337,4103.995,69.132,7.497,177.009,132.97,90.009,90.855,127.913,91.856,922.2058345,30.985,229.1896121,0.288785463,443.2286513,5.095758262,315.3156513,34.872,0.330713199
1/22/2018 23:00,0.337,3795.74,67.623,7.498,176.888,141.407,92.137,90.271,132.517,94.109,910.3079699,25.784,228.4100833,0.289119819,443.2991534,5.138366525,310.7821534,38.108,0.334962298
1/23/2018 0:00,0.337,3610.74,68.888,7.494,177.155,143.921,94.808,90.507,135.211,96.195,904.5122425,25.219,229.1659995,0.28912832,442.8935192,5.164323688,307.6825192,37.938,0.339331124
1/23/2018 3:00,0.337,4186.416,62.119,7.01,181.836,153.648,91.649,94.898,153.883,93.253,877.0936224,26.278,228.3109414,0.289468801,443.1286944,5.138001104,289.2456944,41.593,0.351906652
1/23/2018 4:00,0.337,4287.05,65.511,6.992,181.076,148.19,92.152,95.459,146.251,93.567,882.1419407,26.59,228.2793264,0.289426537,443.2781301,5.18877948,297.0271301,41.341,0.349124298
1/23/2018 6:00,0.337,4383.287,65.588,6.995,179.577,145.244,91.416,95.323,139.137,93.306,893.5189062,28.206,228.086679,0.289274959,443.1716569,5.250038883,304.0346569,40.496,0.342764702
1/23/2018 7:00,0.337,4384.345,65.756,7.001,179.974,146.843,92.115,96.017,139.77,94.009,891.9918435,29.9,227.5261604,0.289631752,442.9867215,5.263184898,303.2167215,40.817,0.342419731
1/23/2018 9:00,0.337,4373.536,66.518,7.005,185.547,180.07,94.746,98.487,170.96,96.413,931.809404,27.603,225.2645409,0.288933243,443.0322228,5.041053438,272.0722228,24.042,0.318825531
1/23/2018 10:00,0.337,4355.672,69.114,7.006,185.704,180.736,95.098,99.024,172.131,96.782,930.5731179,12.608,217.2039621,0.286117464,442.7937758,5.052519689,270.6627758,22.545,0.304476245
1/23/2018 12:00,0.338,4029.188,66.687,7.001,176.914,130.671,85.933,87.169,130.365,87.365,927.0787197,16.298,225.049406,0.289052642,434.6947557,4.871960605,304.3297557,36.625,0.320569813
1/23/2018 13:00,0.338,4077.635,67.273,6.999,177.069,130.65,86.092,87.59,128.342,87.448,928.9729327,20.153,226.3237885,0.289601632,434.8851805,4.879661011,306.5431805,36.828,0.32210071
1/23/2018 14:00,0.338,4218.409,67.346,7.007,176.924,130.623,86.705,89.42,128.671,88.134,928.8160195,19.494,226.2299272,0.289486425,434.8792479,4.913416548,306.2082479,36.302,0.321996022
1/23/2018 17:00,0.338,4144.88,66.562,6.993,176.929,131.023,86.898,88.88,127.441,88.349,927.0048606,21.807,226.7154811,0.290028331,434.8433191,4.922668903,307.4023191,35.866,0.323745423
1/23/2018 18:00,0.338,4400.807,69.13,7.501,177.004,131.115,91.187,94.645,124.548,92.986,964.0419355,21.673,226.6911254,0.290056588,434.7501329,4.87504104,310.2021329,31.383,0.30743999
1/23/2018 19:00,0.338,3933.836,67.787,7.492,177.031,136.561,90.563,89.92,132.659,92.287,957.0714014,21.749,226.8542118,0.290145702,434.7972953,4.854918863,302.1382953,35.742,0.310666765
1/23/2018 23:00,0.338,3963.285,68.133,7.493,176.997,135.514,90.293,89.948,131.389,92.044,957.6143512,22.296,227.1064771,0.29030064,435.0287514,4.851485354,303.6397514,35.291,0.310888472
1/24/2018 0:00,0.338,3838.826,68.012,7.497,177.068,134.975,90.319,88.875,130.074,92.097,955.1902371,22.238,226.6526369,0.290288914,434.9243188,4.849922895,304.8503188,34.852,0.3111063
1/24/2018 1:00,0.338,3831.696,68.006,7.501,177.13,135.14,90.117,88.606,129.897,91.927,956.9792474,22.176,226.5125592,0.29026802,434.8532705,4.840943011,304.9562705,35.07,0.310092935
1/24/2018 2:00,0.338,3873.612,67.739,7.489,176.955,134.788,89.811,88.798,129.708,91.65,957.5162514,22.51,226.1095999,0.290406471,434.6089568,4.833949286,304.9009568,35.069,0.309143483
1/24/2018 3:00,0.338,3842.244,67.705,7.498,176.947,134.61,89.816,88.528,129.763,91.663,955.8789754,23.749,225.5869019,0.290403994,435.0032201,4.834613083,305.2402201,34.907,0.308899562
1/24/2018 5:00,0.338,4213.014,69.274,7.495,176.909,132.97,90.017,91.665,127.469,91.854,925.1283553,23.944,225.4195529,0.291598931,435.0437129,5.107533428,307.5747129,34.668,0.322161951
1/24/2018 6:00,0.338,3736.2,68.589,7.488,176.885,142.972,93.951,91.246,133.764,95.482,904.0917512,23.019,225.8147898,0.290427507,435.079374,5.161405348,301.315374,38.136,0.332924163
1/24/2018 8:00,0.338,3715.304,68.785,7.494,177.041,143.626,94.471,91.255,136.692,95.866,906.6580821,22.31,225.5918236,0.289788428,434.9127081,5.164448531,298.2207081,37.57,0.331233299
1/24/2018 9:00,0.338,3546.045,70.822,7.505,177.146,142.75,95.059,90.122,132.697,96.683,905.0570277,21.449,225.2457935,0.289753122,434.8712444,5.201455661,302.1742444,37.012,0.331335792
1/24/2018 10:00,0.338,4442.189,67.89,7.001,176.538,140.764,90.434,94.046,134.788,92.211,956.0681053,19.839,225.9288136,0.289911694,434.9154348,4.959755454,300.1274348,39.263,0.309432483
1/24/2018 12:00,0.338,4350.966,69.904,6.998,185.776,181.122,95.177,99.141,172.983,96.84,930.9035935,18.525,225.556759,0.289968557,434.9511407,5.053993811,261.9681407,21.559,0.319781344
1/24/2018 15:00,0.339,3293.386,70.83,7.493,184.023,142.619,95.53,90.457,135.697,97.518,898.6092153,23.617,224.9392817,0.290510316,435.3916539,4.913147923,299.6946539,26.817,0.333901322
1/24/2018 16:00,0.339,3572.285,65.14,7.013,178.179,125.496,87.937,86.115,123.898,89.901,895.8582919,24.016,225.2820473,0.290244444,435.4069131,4.763637328,311.5089131,25.014,0.33595292
1/24/2018 17:00,0.339,3958.389,66.501,7.001,176.961,130.307,85.626,86.112,127.554,87.028,929.5605631,23.913,225.7605219,0.289907812,435.3274622,4.854716496,307.7734622,36.613,0.32077367
1/24/2018 18:00,0.339,4025.16,66.528,6.996,176.924,130.46,85.751,86.933,128.527,87.148,928.5494453,24.015,225.7364288,0.289777277,435.1292452,4.862737276,306.6022452,36.628,0.32118988
1/24/2018 19:00,0.339,4144.57,67.632,7.015,176.918,129.985,85.952,88.235,128.601,87.416,927.7434533,24.657,225.5041151,0.289874159,435.0612673,4.884094826,306.4602673,36.534,0.321121451
1/24/2018 20:00,0.339,4086.263,67.351,7.002,176.952,131.061,86.132,87.566,132.079,87.483,931.1481393,24.827,225.3121239,0.289998453,435.0226061,4.88366438,302.9436061,37.033,0.31921313
1/24/2018 21:00,0.339,4266.684,67.141,7.004,177.061,132.733,87.151,90.225,129.813,88.625,928.4685158,24.233,224.725666,0.290306329,434.8090381,4.924272522,304.9960381,37.149,0.319329235
1/24/2018 22:00,0.339,4295.774,64.031,6.998,178.799,131.387,88.116,91.622,124.428,89.904,933.0375913,22.582,225.3254702,0.290308886,435.1029917,4.877552676,310.6749917,33.441,0.318385772
1/25/2018 0:00,0.339,4414.304,69.172,7.502,177.232,132.143,91.589,95.176,127.649,93.402,920.7367444,22.091,222.6112431,0.290032375,434.9234464,5.110240282,307.2744464,31.865,0.318869949
1/25/2018 1:00,0.339,4393.851,69.05,7.498,177.141,131.791,91.481,94.905,126.673,93.285,952.0811431,21.868,222.519388,0.290039731,435.0119406,4.938141075,308.3389406,31.62,0.305004184
1/25/2018 4:00,0.339,4378.685,69.109,7.509,177.024,131.193,91.214,94.473,125.243,93.01,963.0663899,21.824,222.5527552,0.290254169,435.4473256,4.878027153,310.2043256,31.558,0.300538363
1/25/2018 5:00,0.339,4393.408,69.209,7.495,177.129,134.367,91.501,95.01,130.269,93.186,962.5591217,22.141,221.8919691,0.290535264,435.5269334,4.874321893,305.2579334,33.791,0.29958392
1/25/2018 6:00,0.339,4345.566,69.135,7.505,177.02,133.642,91.576,94.54,131.125,93.18,957.0884949,22.731,221.928794,0.290760378,435.618009,4.90194692,304.493009,33.422,0.301878345
1/25/2018 7:00,0.339,3948.122,69.854,7.504,177.107,134.584,91.205,90.659,129.695,93.127,956.36333,22.755,221.8406553,0.290895565,435.459263,4.8914067,305.764263,34.139,0.302020159
1/25/2018 9:00,0.339,3939.377,70.13,7.496,176.985,134.9,91.106,90.301,131.333,92.728,918.4212251,14.95,219.0893714,0.291915254,434.4733541,5.092343113,303.1403541,34.727,0.313283844
1/25/2018 14:00,0.339,3845.278,67.678,7.49,177.026,135.426,90.996,89.36,129.949,92.812,916.5468116,22.295,221.5924277,0.290013048,434.8293113,5.10045198,304.8803113,34.915,0.318858954
1/25/2018 15:00,0.339,4073.48,69.845,7.493,176.922,133.269,91.341,91.249,137.816,92.601,918.3488507,23.516,220.85682,0.290783074,434.8757658,5.120245968,297.0597658,37.911,0.31664422
1/25/2018 17:00,0.339,4219.38,69.171,7.493,177.059,133.048,90.135,91.717,127.21,91.915,926.5327199,23.015,220.4130875,0.291375718,435.0906089,5.10356828,307.8806089,34.748,0.312146947
1/25/2018 18:00,0.339,4404.015,68.007,7.498,177.114,136.543,90.256,93.066,134.566,91.342,938.2492404,23.225,220.4464818,0.291409395,435.054492,5.025674199,300.488492,37.653,0.307112893
1/25/2018 19:00,0.339,3792.743,68.895,7.507,176.994,140.689,92.387,90.239,131.671,94.296,915.0811249,23.267,220.5476257,0.291488406,435.1355179,5.131235769,303.4645179,37.896,0.317547859
1/25/2018 20:00,0.339,3650.764,68.732,7.5,176.86,143.388,94.304,90.612,134.03,95.748,905.0325595,22.948,220.607752,0.291672562,435.0517526,5.158896165,301.0217526,38.03,0.322325768
1/25/2018 21:00,0.339,3894.318,68.976,7.503,176.991,140.231,92.473,91.223,130.832,94.369,959.7651779,22.932,220.570019,0.291506449,435.0660563,4.911085658,304.2340563,37.684,0.298392131
1/25/2018 22:00,0.339,4383.574,68.941,7.004,176.932,145.646,91.438,94.59,138.491,92.715,951.8449795,23.341,220.7374261,0.291135323,435.1274741,4.934806718,296.6364741,42.162,0.301921961
1/25/2018 23:00,0.339,4337.545,67.203,7.5,180.499,155.945,94.654,98.294,148.62,96.411,946.3906082,23.076,220.5349149,0.290916544,435.1611599,4.902327813,286.5411599,43.622,0.303827492
1/26/2018 0:00,0.339,4419.307,67.835,6.996,177.068,144.836,91.367,94.751,138.111,93.032,919.9560602,22.726,220.6583021,0.290710196,435.1240336,5.123917548,297.0130336,41.916,0.315542699
1/26/2018 1:00,0.339,4273.157,66.613,7.01,180.901,148.025,90.931,94.74,143.978,92.771,884.7721008,22.431,220.3932303,0.290806452,435.0789438,5.155901724,291.1009438,41.967,0.331728235
1/26/2018 2:00,0.339,4383.122,66.599,6.998,179.805,146.002,91.802,95.742,140.309,93.683,893.1103926,22.279,220.5818413,0.290711146,435.0966844,5.258408186,294.7876844,40.592,0.327988813
1/26/2018 3:00,0.34,3935.325,66.389,7.004,176.884,127.709,85.523,85.891,126.514,87.26,963.6271647,22.21,220.7118466,0.290870568,435.0407125,4.705756714,308.5267125,33.192,0.297088835
1/26/2018 4:00,0.34,3986.257,66.364,6.995,176.981,127.495,85.849,86.73,126.053,87.581,963.1672164,22.479,220.4138257,0.291140022,434.9446613,4.709622506,308.8916613,32.907,0.296752365
1/26/2018 5:00,0.34,4272.335,68.735,7.01,183.899,139.052,83.166,87.102,137.437,84.743,888.4228501,22.536,220.3608086,0.291300771,434.9306522,5.159421552,297.4936522,44.116,0.329850815
1/26/2018 6:00,0.34,4250.406,67.742,6.99,184.129,145.633,82.928,86.736,139.349,84.529,922.9407535,22.202,219.9774883,0.291816732,434.8329617,4.926305381,295.4839617,45.686,0.312928853
1/26/2018 7:00,0.34,3832.507,65.519,7.004,177.198,132.849,86.281,85.62,130.745,87.911,925.9224604,22.782,220.1252253,0.291603977,435.1036872,4.879957225,304.3586872,37.244,0.311881677
1/26/2018 11:00,0.34,4150.654,66.255,6.986,176.92,130.962,87.147,89.151,128.499,88.61,925.7681331,14.684,222.5951369,0.291008282,444.8898062,4.930660105,316.3908062,35.736,0.316558142
1/26/2018 14:00,0.34,4241.576,67.584,7.001,181.38,147.959,91.191,94.797,139.145,92.979,887.0809531,19.965,222.1180969,0.29095447,444.8693047,5.08497898,305.7243047,36.649,0.334030833
1/26/2018 15:00,0.34,4396.891,69.072,7.496,177.159,131.992,91.301,94.723,125.937,93.087,963.5425836,19.024,222.1318894,0.290956993,444.8415923,4.869586544,318.9045923,32.062,0.299607075
1/26/2018 16:00,0.34,4390.86,68.94,7.483,177.459,135.417,91.763,95.321,129.713,93.512,962.728564,17.751,222.9772724,0.290181281,444.8889198,4.868855226,315.1759198,34.301,0.301421944
1/26/2018 17:00,0.34,4340.723,67.927,7.491,176.93,133.509,91.265,94.166,130.322,92.925,958.2676908,17.993,222.8990988,0.289558492,444.8944257,4.899359589,314.5724257,33.614,0.303112074
1/26/2018 18:00,0.34,4110.689,70.236,7.5,176.853,133.775,91.216,92.153,129.371,93.039,956.229343,19.883,222.8074219,0.290069581,444.8506121,4.901060644,315.4796121,33.629,0.303791604
1/26/2018 19:00,0.34,3960.462,68.037,7.496,177.067,136.054,90.347,89.923,132.319,92.081,959.1856265,20.401,222.367332,0.290666117,444.7995208,4.847192109,312.4805208,35.801,0.301793989
1/26/2018 20:00,0.34,3865.484,67.871,7.498,177.029,134.984,89.895,88.736,129.897,91.72,957.8536535,23.279,222.4113277,0.290738128,444.8390373,4.835694872,314.9420373,35.089,0.302418449
1/26/2018 21:00,0.34,3956.543,67.647,7.497,177.064,134.087,90.094,89.759,127.967,91.911,922.5109932,26.69,221.8195203,0.290629931,444.7358725,5.055244907,316.7688725,35.043,0.316572313
1/26/2018 22:00,0.34,4387.78,68.166,7.476,182.891,149.899,89.25,92.705,143.31,90.497,932.1114767,28.952,221.6914132,0.29081039,444.351414,5.030078609,301.041414,44.67,0.312056802
1/26/2018 23:00,0.34,3697.58,68.378,7.505,176.949,143.442,94.001,91.068,134.62,95.697,901.0410291,27.06,222.0071161,0.291343612,444.4949441,5.173662297,309.8749441,38.184,0.32694555
1/27/2018 1:00,0.34,3537.534,68.577,7.503,177,143.026,94.695,89.339,137.088,96.069,905.9371097,22.282,222.7847793,0.29023793,445.0193786,5.172106264,307.9313786,37.633,0.326112888
1/27/2018 2:00,0.34,3643.314,69.129,7.496,177.025,142.78,95.132,91.004,138.434,96.51,903.5365001,24.306,223.1081004,0.290294408,444.9644398,5.19488366,306.5304398,37.216,0.327893575
1/27/2018 3:00,0.34,3760.651,69.46,7.493,176.876,142.146,94.766,91.852,136.849,96.204,906.4828401,25.903,222.0804363,0.290247647,444.9281887,5.192292442,308.0791887,37.085,0.324488101
1/27/2018 5:00,0.34,4421.732,67.808,7.018,176.384,144.813,90.363,93.589,135.786,91.705,955.6755002,23.567,222.0266742,0.290328417,444.5318225,4.933187048,308.7458225,42.549,0.302633449
1/27/2018 6:00,0.34,4396.359,69.461,7.001,176.244,144.016,89.952,93.311,135.184,91.555,954.9177634,21.824,222.894956,0.29011074,444.8859002,4.930209889,309.7019002,42.285,0.304491819
1/27/2018 7:00,0.34,4398.627,69.816,7.006,175.934,142.969,89.535,93.136,134.67,91.266,952.9497368,23.002,222.8194738,0.290311433,444.8847749,4.937159662,310.2147749,41.83,0.305177699
1/27/2018 8:00,0.34,4310.355,66.536,7.005,180.174,158.493,93.009,96.742,147.771,94.866,951.6394335,23.082,222.7066994,0.289954912,444.9300161,4.840742026,297.1590161,43.27,0.305524349
1/27/2018 9:00,0.34,4331.288,67.693,7.499,180.603,155.962,94.978,98.536,149.663,96.648,944.8453677,23.021,222.8796597,0.290505834,444.8841168,4.904705212,295.2211168,43.072,0.308712252
1/27/2018 10:00,0.34,4377.901,69.116,7,176.985,145.017,90.558,94.264,137.159,92.409,922.4562213,22.316,222.8452874,0.290325104,444.8903101,5.077593811,307.7313101,42.709,0.318527451
1/27/2018 11:00,0.34,4225.436,63.929,6.999,181.122,149.409,90.961,94.566,149.3,92.586,880.8363992,21.954,223.0175522,0.290305435,444.9997604,5.135845889,295.6997604,42.139,0.339025787
1/27/2018 12:00,0.34,4362.99,70.293,6.993,185.628,180.35,95.203,99.118,171.693,96.79,930.8245379,21.644,222.7873837,0.290172566,444.954405,5.070026421,273.261405,25.585,0.314654934
1/27/2018 13:00,0.341,4155.052,65.123,7.019,182.559,144.953,84.824,88.254,141.51,86.131,895.7015229,22.869,222.5197401,0.290213329,444.9240683,4.949704658,303.4140683,37.505,0.33054926
1/27/2018 14:00,0.341,3905.229,66.046,6.998,176.956,130.362,85.284,85.37,127.418,86.825,930.4610281,24.464,222.4180548,0.290226143,444.8847534,4.848864019,317.4667534,36.912,0.314130728
1/27/2018 15:00,0.341,3978.099,67.643,7.011,177.056,132.694,86.459,87.004,131.084,87.949,926.0975501,23.376,222.199896,0.290738777,444.6603487,4.89241981,313.5763487,37.706,0.315670744
1/27/2018 16:00,0.341,4048.988,67.469,6.993,176.918,130.857,86.342,87.394,134.568,87.713,928.9725996,22.96,222.9062052,0.290319532,444.7450885,4.897353272,310.1770885,38.655,0.315701479
1/27/2018 17:00,0.341,4176.834,66.951,6.995,176.952,131.107,87.29,89.494,128.897,88.752,925.3993642,23.421,222.6312454,0.290282831,444.8102301,4.93697227,315.9132301,35.882,0.316791897
1/27/2018 21:00,0.341,4309.015,67.338,7.002,179.533,136.178,90.674,94.05,132.226,92.383,925.6317643,26.156,222.8660169,0.290542506,444.8955074,4.94068935,312.6695074,34.615,0.317127034
1/27/2018 22:00,0.341,4313.291,67.793,6.983,179.762,138.462,90.557,94.09,134.437,92.377,927.1850852,27.71,222.8188606,0.290639245,444.9339142,4.933455114,310.4969142,36.512,0.316339502
1/27/2018 23:00,0.341,4410.205,68.151,7.497,178.552,134.152,92.679,96.007,130.717,94.237,928.4851833,28.98,222.7766399,0.290649882,444.9257817,5.061894454,314.2087817,32.006,0.315677969
1/28/2018 1:00,0.341,4412.567,68.771,7.486,177.697,133.948,91.82,95.434,129.841,93.631,920.7463127,28.389,222.225578,0.290600482,444.8225489,5.115922741,314.9815489,32.835,0.318137411
1/28/2018 2:00,0.341,4388.851,69.042,7.498,177.35,135.156,91.821,95.348,129.909,93.525,961.9165596,27.506,222.3181163,0.29078209,444.7398872,4.873715868,314.8308872,34.052,0.300593002
1/28/2018 3:00,0.341,4388.591,69.163,7.503,177.198,134.821,91.502,95.056,131.273,93.217,963.2568962,28.108,222.3173203,0.290766156,444.7423722,4.869668744,313.4693722,34.218,0.300047841
1/28/2018 4:00,0.341,3957.272,67.177,7.502,177.073,134.739,91.057,90.507,129.813,92.932,956.6219891,28.318,222.0522253,0.290617126,444.7565739,4.887241829,314.9435739,34.141,0.302288818
1/28/2018 5:00,0.341,3910.634,67.941,7.502,177.124,138.055,89.999,89.728,132.842,92.037,957.4827417,28.45,222.2333127,0.290622306,444.8255039,4.844438232,311.9835039,36.787,0.302255675
1/28/2018 6:00,0.341,3888.131,69.059,7.504,176.827,139.658,91.766,90.373,131.008,93.609,920.3352435,28.566,222.2014243,0.290586245,444.8372849,5.115325131,313.8292849,37.899,0.31827913
1/28/2018 7:00,0.341,3476.492,71.278,7.493,177.025,142.003,94.826,89.167,132.236,96.55,906.248451,28.36,222.1210071,0.290662416,444.8641967,5.197838401,312.6281967,36.823,0.32467782
1/28/2018 8:00,0.341,4114.849,69.351,7.497,178.34,143.832,94.117,94.916,137.009,95.892,949.9404029,28.493,222.1223756,0.290558214,444.8314687,4.986812842,307.8224687,38.425,0.305189439
1/28/2018 9:00,0.341,4403.911,67.685,7.076,176.674,144.365,90.115,93.648,135.292,91.822,956.5829968,29.166,222.2644474,0.290421178,444.865352,4.92605557,309.573352,42.091,0.302681238
1/28/2018 10:00,0.341,4397.963,68.601,6.999,176.711,145.328,90.468,94.211,136.049,92.317,953.0013777,28.953,222.1211035,0.29049269,444.7480587,4.941930946,308.6990587,42.501,0.303909014
1/28/2018 11:00,0.341,4394.804,68.271,6.994,176.805,146.079,90.455,94.21,136.656,92.306,952.2741305,28.971,222.4027752,0.290171316,444.7043302,4.941795486,308.0483302,42.8,0.304715034
1/28/2018 12:00,0.341,4382.351,67.595,7,177.941,150.815,92.549,96.006,141.166,94.208,950.473899,29.303,222.6559817,0.290001803,444.7245522,4.940175638,303.5585522,43.342,0.305922644
1/28/2018 13:00,0.341,4393.903,67.816,7.003,178.128,151.24,92.959,96.37,141.147,94.562,950.0226745,28.101,222.6264231,0.289955484,444.7496434,4.952239695,303.6026434,43.257,0.306059349
1/28/2018 14:00,0.341,4385.642,65.8,6.993,178.056,147.445,91.003,94.584,141.592,92.819,928.5160457,26.447,223.2296017,0.290035964,444.8497611,5.029265807,303.2577611,43.736,0.316509134
1/28/2018 15:00,0.341,4350.198,65.879,6.999,177.94,146.967,91.188,94.488,142.64,92.807,925.0540686,25.606,223.1359488,0.289825153,444.9437253,5.043859768,302.3037253,43.558,0.317894556
1/28/2018 16:00,0.341,4383.434,66.088,7.009,178.166,148.066,91.869,95.248,143.679,93.465,924.956002,26.203,223.2404272,0.289753374,444.8452907,5.050714834,301.1662907,43.428,0.318135204
1/28/2018 17:00,0.341,4388.992,68.481,6.997,177.83,147.647,92.125,95.583,144.075,93.677,923.6929852,25.491,223.2615405,0.289904886,444.8637121,5.092504842,300.7887121,43.216,0.318748597
1/28/2018 18:00,0.341,4237.659,65.814,7,181.229,150.624,90.946,94.557,149.353,92.607,884.6649761,26.755,222.9121371,0.289796683,445.0034571,5.122935939,295.6504571,42.146,0.336851048
1/28/2018 19:00,0.341,4273.045,65.968,6.996,181.168,148.492,91.536,95.152,145.996,93.22,884.3398152,28.49,222.9178254,0.290016439,444.8976802,5.163936896,298.9016802,41.838,0.337028144
1/28/2018 20:00,0.341,4414.157,65.997,6.993,179.565,145.25,92.806,96.427,140.314,94.548,881.8756789,29.106,224.1675861,0.28967574,445.320515,5.339749255,305.006515,40.133,0.340831424
1/28/2018 21:00,0.341,4414.145,66.522,7.003,179.476,144.262,92.819,96.436,139.356,94.546,881.9875887,29.709,224.8216232,0.289977671,444.9687051,5.344082003,305.6127051,39.792,0.342107831
1/28/2018 22:00,0.342,2403.724,73.421,8.394,183.798,150.478,98.926,79.413,142.338,101.077,903.2425024,30.326,224.6297389,0.290137838,444.9579664,4.965799315,302.6199664,27.136,0.331013136
1/28/2018 23:00,0.342,3357.412,70.567,7.473,184.171,144.186,95.244,90.81,137.149,97.22,900.0658527,29.755,224.943218,0.290135359,445.0727189,4.897699415,307.9237189,27.329,0.333188678
1/29/2018 0:00,0.342,3934.589,66.299,7.003,181.006,132.84,88.605,91.054,130.078,90.241,902.4173438,29.356,224.6218505,0.29025028,445.0434848,4.750859488,314.9654848,29.177,0.331400626
1/29/2018 1:00,0.342,4016.616,68.386,6.998,181.05,137.176,88.886,91.732,131.095,90.436,912.5422012,29.621,223.6567881,0.289812906,444.8987756,4.738438391,313.8037756,32.012,0.324664718
1/29/2018 2:00,0.342,3594.657,69.339,7.513,181.2,129.506,88.878,85.19,125.63,90.963,935.0700051,29.89,222.9024151,0.289727963,444.9820542,4.806813367,319.3520542,28.889,0.312991518
1/29/2018 3:00,0.342,4085.869,63.854,6.993,181.025,134.201,89.47,92.867,132.261,91.16,946.8622381,30.449,224.3160084,0.290286546,444.9856817,4.62461573,312.7246817,29.504,0.310452119
1/29/2018 4:00,0.342,3893.8,66.492,6.992,176.996,127.895,85.356,85.278,126.497,87.109,965.9212945,30.266,224.3238036,0.290220317,445.021554,4.693617405,318.524554,33.492,0.302487274
1/29/2018 5:00,0.342,4081.925,66.302,7.008,176.917,128.738,85.771,87.658,125.074,87.571,965.0177695,30.849,224.0108593,0.290230762,444.9729195,4.704829428,319.8989195,33.72,0.302306033
1/29/2018 6:00,0.342,4143.225,64.958,6.995,177.03,128.437,85.603,87.974,126.152,87.444,965.5529839,30.692,223.8698896,0.290234346,444.9462446,4.707864898,318.7942446,33.717,0.301840357
1/29/2018 7:00,0.342,3736.028,66.89,6.995,176.872,129.009,87.623,85.377,122.72,89.545,928.2745306,31.064,224.2662772,0.290219203,445.0499838,4.931854585,322.3299838,32.8,0.318556318
1/29/2018 8:00,0.342,3770.128,67.131,6.993,177.006,129.982,88.052,86.194,124.586,89.89,920.809387,32.291,223.8548906,0.290092702,444.9759759,4.973466892,320.3899759,33.228,0.321190109
1/29/2018 9:00,0.342,3637.313,66.16,7.003,176.976,129.556,86.48,82.819,123.942,88.337,928.8600288,31.818,224.2464916,0.290329558,444.8040739,4.929438083,320.8620739,34.385,0.318254589
1/29/2018 10:00,0.342,3900.794,66.957,7.004,177.133,130.872,85.734,85.543,131.464,87.192,934.3742476,30.507,224.1348937,0.290310017,444.7591287,4.843472529,313.2951287,36.802,0.315576562
1/29/2018 11:00,0.342,3891.993,65.126,6.997,177.057,132.114,85.892,85.879,129.895,87.572,928.363778,30.224,224.3953405,0.290892035,444.7137023,4.871383511,314.8187023,37.172,0.318757672
1/29/2018 12:00,0.342,3733.927,65.997,7.006,176.982,130.708,85.306,83.848,128.642,87.143,926.2844023,28.834,224.4491686,0.290561274,444.6172635,4.864921604,315.9752635,36.817,0.319803221
